Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info,ENL_Engine_Run_Start_Times,MOP_Engine_Run_Start_Times,RPM_Engine_Run_Start_Times,ENL_Engine_Run_Altitudes_MSL,MOP_Engine_Run_Altitudes_MSL,RPM_Engine_Run_Altitudes_MSL,ENL_Engine_Run_Altitudes_AGL,MOP_Engine_Run_Altitudes_AGL,RPM_Engine_Run_Altitudes_AGL,ENL_Noise_Registration_Times,MOP_Noise_Registration_Times,RPM_Noise_Registration_Times,ENL_Noise_Registration_Altitudes_AGL,MOP_Noise_Registration_Altitudes_AGL,RPM_Noise_Registration_Altitudes_AGL
08/19/2024,4536-9240051830.igc,ArcusM,5:23:36,174702,231038,HOME,941,9511[7359],287,239,-48,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=174702 and: 935 msl [10 agl]; Height gain/loss is: 1729
ArcusM Motor noise registered by ENL sensor at t=['174703', '175155', '221803', '221804', '231026', '231027'] and [10, 1795, 4396, 4396, 88, 88]AGL",174702,,,935,,,10.0,,,"174703,175155,221803,221804,231026,231027",,,"10.0,1795.0,4396.0,4396.0,88.0,88.0",,
08/13/2024,4536-9239003234.igc,18m_N369QT_JS-3,4:42:48,175038,223326,HOME,931,7621[7129],284,246,-38,"18m_N369QT_JS-3's MOP monitor reports Engine Run 1 minutes, starts at T=180100 and: 4242 msl [3334 agl]; Height gain/loss is: -178
18m_N369QT_JS-3 Motor noise registered by ENL sensor at t=['175040', '175050', '175055', '175056', '175256', '175259', '175437', '175438'] and [0, 3, 32, 19, 876, 909, 1775, 1755]AGL
18m_N369QT_JS-3 Motor noise registered by MOP sensor at t=['180100', '180227'] and [3334, 3162]AGL",,180100,,,4242,,,3334.0,,"175040,175050,175055,175056,175256,175259,175437,175438","180100,180227",,"0.0,3.0,32.0,19.0,876.0,909.0,1775.0,1755.0","3334.0,3162.0",
08/30/2024,4536-9240051999.igc,Arcus,4:20:50,175720,221810,HOME,938,7047[6434],286,256,-30,"Arcus Motor noise registered by ENL sensor at t=['175721', '180219'] and [13, 2034]AGL",,,,,,,,,,"175721,180219",,,"13.0,2034.0",,
08/28/2024,4536-9241100570.igc,JS-5-24m,3:22:21,180646,212907,HOME,931,6236[5803],284,251,-33,"JS-5-24m's MOP monitor reports Engine Run 22 minutes, starts at T=204026 and: 1276 msl [617 agl]; Height gain/loss is: 3786
JS-5-24m Motor noise registered by MOP sensor at t=['204026', '210311'] and [617, 4495]AGL",,204026,,,1276,,,617.0,,,"204026,210311",,,"617.0,4495.0",
08/16/2024,4536-9240051796.igc,ArcusM,5:30:45,173419,230504,HOME,938,8041[7369],286,243,-43,"ArcusM's ENL monitor reports Engine Run 1 minutes, starts at T=174120 and: 3129 msl [2260 agl]; Height gain/loss is: 59
ArcusM Motor noise registered by ENL sensor at t=['174120', '174250', '230500', '230501'] and [2260, 2322, 125, 122]AGL",174120,,,3129,,,2260.0,,,"174120,174250,230500,230501",,,"2260.0,2322.0,125.0,122.0",,
08/15/2024,4536-9241100361.igc,JS5,4:49:40,181110,230050,HOME,925,9061[7080],282,263,-19,"JS5's MOP monitor reports Engine Run 1 minutes, starts at T=225514 and: 2162 msl [1218 agl]; Height gain/loss is: -89
JS5 Motor noise registered by MOP sensor at t=['225514', '225640'] and [1218, 1135]AGL",,225514,,,2162,,,1218.0,,,"225514,225640",,,"1218.0,1135.0",
08/15/2024,4536-9240051790.igc,ASG32Mi,4:37:46,180041,223827,HOME,948,9081[7064],289,266,-23,"ASG32Mi's ENL monitor reports Engine Run 6 minutes, starts at T=180041 and: 948 msl [10 agl]; Height gain/loss is: 1696
ASG32Mi Motor noise registered by ENL sensor at t=['180042', '180718', '193916', '193917', '203427', '203428', '223040', '223041', '223110', '223111', '223822', '223823'] and [10, 1749, 5052, 5039, 4170, 4166, 3153, 3136, 2914, 2887, 91, 91]AGL",180041,,,948,,,10.0,,,"180042,180718,193916,193917,203427,203428,223040,223041,223110,223111,223822,223823",,,"10.0,1749.0,5052.0,5039.0,4170.0,4166.0,3153.0,3136.0,2914.0,2887.0,91.0,91.0",,
08/29/2024,4536-9241100590.igc,EB29R,6:04:43,173103,233546,HOME,925,6492[5735],282,244,-38,"EB29R's ENL monitor reports Engine Run 4 minutes, starts at T=173105 and: 928 msl [13 agl]; Height gain/loss is: 2005
EB29R Motor noise registered by ENL sensor at t=['173105', '173553'] and [13, 2041]AGL",173105,,,928,,,13.0,,,"173105,173553",,,"13.0,2041.0",,
08/11/2024,4536-9239003145.igc,Ventus3M,4:04:41,182443,222924,HOME,931,7440[6811],284,255,-29,"Ventus3M's ENL monitor reports Engine Run 1 minutes, starts at T=185519 and: 5561 msl [4653 agl]; Height gain/loss is: 446
Ventus3M Motor noise registered by ENL sensor at t=['185519', '185651'] and [4653, 5082]AGL",185519,,,5561,,,4653.0,,,"185519,185651",,,"4653.0,5082.0",,
08/30/2024,4536-9240051990.igc,ArcusM,4:05:05,174517,215022,HOME,925,6758[6116],282,254,-28,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=174517 and: 918 msl [-12 agl]; Height gain/loss is: 1805
ArcusM Motor noise registered by ENL sensor at t=['174518', '175112', '193235', '193236', '202927', '202928', '215003', '215009'] and [-12, 1844, 4351, 4387, 4206, 4210, 98, 105]AGL",174517,,,918,,,-12.0,,,"174518,175112,193235,193236,202927,202928,215003,215009",,,"-12.0,1844.0,4351.0,4387.0,4206.0,4210.0,98.0,105.0",,
08/22/2024,4536-9240051880.igc,ArcusM, 5:29:43,184449,001432,HOME,941,9586[8648],287,264,-23,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=184449 and: 938 msl [13 agl]; Height gain/loss is: 2037
ArcusM Motor noise registered by ENL sensor at t=['184450', '185147'] and [13, 2106]AGL",184449,,,938,,,13.0,,,"184450,185147",,,"13.0,2106.0",,
08/28/2024,4536-9241100567.igc,JS-1-21m,3:35:35,180511,214046,HOME,931,6354[5909],284,249,-35,"JS-1-21m's MOP monitor reports Engine Run 11 minutes, starts at T=203821 and: 1440 msl [834 agl]; Height gain/loss is: 1614
JS-1-21m Motor noise registered by MOP sensor at t=['203821', '204954'] and [834, 2471]AGL",,203821,,,1440,,,834.0,,,"203821,204954",,,"834.0,2471.0",
08/29/2024,4536-9240051974.igc,ArcusM,5:34:41,180110,233551,HOME,948,6719[5978],289,248,-41,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=180110 and: 944 msl [6 agl]; Height gain/loss is: 2018
ArcusM Motor noise registered by ENL sensor at t=['180111', '180705', '180800', '180801', '233508', '233509'] and [3, 2080, 2146, 2152, 115, 118]AGL",180110,,,944,,,6.0,,,"180111,180705,180800,180801,233508,233509",,,"3.0,2080.0,2146.0,2152.0,115.0,118.0",,
08/18/2024,4536-9241100413.igc,EB29RGBD,4:43:46,182508,230854,HOME,938,9983[8061],286,252,-34,"EB29RGBD's ENL monitor reports Engine Run 6 minutes, starts at T=182508 and: 931 msl [0 agl]; Height gain/loss is: 2093
EB29RGBD Motor noise registered by ENL sensor at t=['182509', '183143', '203006', '203007', '205005', '205006', '205108', '205109', '205223', '205224', '205415', '205417', '211452', '211453', '221346', '221347', '225842', '225843', '225907', '225908', '230139', '230141', '230206', '230207', '230257', '230259', '230842', '230843', '230848', '230850', '230851', '230853'] and [0, 2155, 5049, 5079, 5013, 5050, 4695, 4701, 4344, 4364, 3789, 3714, 6338, 6384, 6483, 6385, 3441, 3514, 3484, 3474, 2004, 2021, 1716, 1716, 1184, 1171, 78, 78, 86, 78, 78, 82]AGL",182508,,,931,,,0.0,,,"182509,183143,203006,203007,205005,205006,205108,205109,205223,205224,205415,205417,211452,211453,221346,221347,225842,225843,225907,225908,230139,230141,230206,230207,230257,230259,230842,230843,230848,230850,230851,230853",,,"0.0,2155.0,5049.0,5079.0,5013.0,5050.0,4695.0,4701.0,4344.0,4364.0,3789.0,3714.0,6338.0,6384.0,6483.0,6385.0,3441.0,3514.0,3484.0,3474.0,2004.0,2021.0,1716.0,1716.0,1184.0,1171.0,78.0,78.0,86.0,78.0,78.0,82.0",,
08/14/2024,4536-9240051766.igc,ArcusM,5:54:31,173001,232432,HOME,925,7509[5784],282,248,-34,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=173001 and: 918 msl [-12 agl]; Height gain/loss is: 2320
ArcusM Motor noise registered by ENL sensor at t=['173002', '173445'] and [-18, 2356]AGL",173001,,,918,,,-12.0,,,"173002,173445",,,"-18.0,2356.0",,
08/28/2024,4536-9239003649.igc,Ventus3T,3:24:02,182235,214637,HOME,938,6259[5473],286,252,-34,"Ventus3T's MOP monitor reports Engine Run 6 minutes, starts at T=204630 and: 1187 msl [499 agl]; Height gain/loss is: 2953
Ventus3T's MOP monitor reports Engine Run 2 minutes, starts at T=213621 and: 2007 msl [1230 agl]; Height gain/loss is: 1185
Ventus3T Motor noise registered by ENL sensor at t=['182236', '182237', '204627', '205244', '213619', '213824'] and [0, -15, 489, 3580, 1237, 2408]AGL
Ventus3T Motor noise registered by MOP sensor at t=['204628', '205253', '213620', '213834'] and [489, 3540, 1230, 2369]AGL",,"204630,213621",,,"1187,2007",,,"499.0,1230.0",,"182236,182237,204627,205244,213619,213824","204628,205253,213620,213834",,"0.0,-15.0,489.0,3580.0,1237.0,2408.0","489.0,3540.0,1230.0,2369.0",
08/27/2024,4536-9240051948.igc,Twinshark,0:21:46,182746,184932,HOME,931,2847[1929],284,234,-50,"Twinshark's ENL monitor reports Engine Run 6 minutes, starts at T=182746 and: 931 msl [-9 agl]; Height gain/loss is: 1903
Twinshark Motor noise registered by ENL sensor at t=['182747', '183439'] and [-9, 1916]AGL",182746,,,931,,,-9.0,,,"182747,183439",,,"-9.0,1916.0",,
08/27/2024,4536-9241100547.igc,JS-1-21m,4:16:23,175951,221614,HOME,941,6627[5844],287,237,-50,"JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=220442 and: 1220 msl [453 agl]; Height gain/loss is: 1109
JS-1-21m Motor noise registered by MOP sensor at t=['220402', '220410', '220414', '220428', '220431', '220436', '220442', '221119'] and [548, 525, 502, 466, 460, 449, 453, 1417]AGL",,220442,,,1220,,,453.0,,,"220402,220410,220414,220428,220431,220436,220442,221119",,,"548.0,525.0,502.0,466.0,460.0,449.0,453.0,1417.0",
08/11/2024,4536-9240051728.igc,ArcusM,3:44:33,184024,222457,HOME,925,7047[6546],282,248,-34,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=184024 and: 925 msl [-22 agl]; Height gain/loss is: 1706
ArcusM's ENL monitor reports Engine Run 1 minutes, starts at T=221956 and: 2874 msl [2035 agl]; Height gain/loss is: -716
ArcusM Motor noise registered by ENL sensor at t=['184025', '184652', '221352', '221354', '221654', '221707', '221914', '221922', '221956', '222108', '222130', '222137'] and [-22, 1742, 4357, 4344, 3284, 3169, 2431, 2294, 2035, 1266, 1112, 1161]AGL","184024,221956",,,"925,2874",,,"-22.0,2035.0",,,"184025,184652,221352,221354,221654,221707,221914,221922,221956,222108,222130,222137",,,"-22.0,1742.0,4357.0,4344.0,3284.0,3169.0,2431.0,2294.0,2035.0,1266.0,1112.0,1161.0",,
08/27/2024,4536-9241100557.igc,NixusAsh30polar,3:42:16,175304,213520,HOME,938,6902[6132],286,229,-57,"NixusAsh30polar's ENL monitor reports Engine Run 6 minutes, starts at T=175304 and: 935 msl [4 agl]; Height gain/loss is: 1650
NixusAsh30polar's ENL monitor reports Engine Run 17 minutes, starts at T=210413 and: 1640 msl [1070 agl]; Height gain/loss is: 3261
NixusAsh30polar Motor noise registered by ENL sensor at t=['175305', '175955', '210413', '212139'] and [4, 1693, 1070, 4203]AGL","175304,210413",,,"935,1640",,,"4.0,1070.0",,,"175305,175955,210413,212139",,,"4.0,1693.0,1070.0,4203.0",,
08/11/2024,4536-9239003151.igc,JS-3-18m,3:09:01,204734,235635,HOME,931,7864[7073],284,267,-17,"JS-3-18m's MOP monitor reports Engine Run 5 minutes, starts at T=204741 and: 905 msl [-25 agl]; Height gain/loss is: 1765
JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=235411 and: 1814 msl [863 agl]; Height gain/loss is: -856
JS-3-18m Motor noise registered by MOP sensor at t=['204738', '205243', '235300'] and [-29, 1749, 1477]AGL",,"204741,235411",,,"905,1814",,,"-25.0,863.0",,,"204738,205243,235300",,,"-29.0,1749.0,1477.0",
08/28/2024,4536-9239003625.igc,18mAS33@ventus,3:53:40,173421,212801,HOME,944,6522[5929],288,247,-41,"18mAS33@ventus's ENL monitor reports Engine Run 23 minutes, starts at T=202201 and: 1207 msl [614 agl]; Height gain/loss is: 2979
18mAS33@ventus's ENL monitor reports Engine Run 3 minutes, starts at T=211929 and: 2063 msl [1240 agl]; Height gain/loss is: 476
18mAS33@ventus Motor noise registered by ENL sensor at t=['173817', '173828', '202201', '204520', '211929', '212253', '212748', '212752'] and [2549, 2694, 614, 3655, 1240, 1683, 89, 82]AGL","202201,211929",,,"1207,2063",,,"614.0,1240.0",,,"173817,173828,202201,204520,211929,212253,212748,212752",,,"2549.0,2694.0,614.0,3655.0,1240.0,1683.0,89.0,82.0",,
08/28/2024,4536-9239003644.igc,JS-3-18m,3:41:28,174120,212248,LOUT,944,6174[5456],288,244,-44,"JS-3-18m's RPM monitor reports Engine Run 17 minutes, starts at T=203243 and: 1374 msl [659 agl]; Height gain/loss is: 3327
JS-3-18m Motor noise registered by MOP sensor at t=['191235', '191240', '191241', '191257', '194503', '194511', '195215', '195239', '203258', '204859'] and [4875, 4839, 4829, 4958, 4186, 4196, 5197, 5125, 656, 4550]AGL",,,203243,,,1374,,,659.0,,"191235,191240,191241,191257,194503,194511,195215,195239,203258,204859",,,"4875.0,4839.0,4829.0,4958.0,4186.0,4196.0,5197.0,5125.0,656.0,4550.0",
08/13/2024,4536-9241100337.igc,JS-1-21m,4:03:49,184029,224418,HOME,931,7486[6594],284,245,-39,"JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=184658 and: 3264 msl [2343 agl]; Height gain/loss is: 426
JS-1-21m Motor noise registered by MOP sensor at t=['184514', '184518', '184530', '184629', '184658', '184821', '223155', '223159', '223525', '223529', '223756', '223802', '223804', '223811', '223813', '223817', '223823', '223839'] and [1995, 1969, 1942, 2366, 2343, 2752, 3639, 3609, 2143, 2156, 1476, 1397, 1355, 1269, 1260, 1246, 1152, 1007]AGL",,184658,,,3264,,,2343.0,,,"184514,184518,184530,184629,184658,184821,223155,223159,223525,223529,223756,223802,223804,223811,223813,223817,223823,223839",,,"1995.0,1969.0,1942.0,2366.0,2343.0,2752.0,3639.0,3609.0,2143.0,2156.0,1476.0,1397.0,1355.0,1269.0,1260.0,1246.0,1152.0,1007.0",
08/23/2024,4536-9239003521.igc,Ventus3T, 6:29:54,180006,003000,HOME,944,7578[6922],288,248,-40,"Ventus3T's MOP monitor reports Engine Run 4 minutes, starts at T=180006 and: 944 msl [36 agl]; Height gain/loss is: 1670
Ventus3T Motor noise registered by ENL sensor at t=['180011', '180401', '204603', '204604', '204620', '204621'] and [29, 1680, 4134, 4121, 4117, 4108]AGL
Ventus3T Motor noise registered by MOP sensor at t=['180007', '180406'] and [33, 1719]AGL",,180006,,,944,,,36.0,,"180011,180401,204603,204604,204620,204621","180007,180406",,"29.0,1680.0,4134.0,4121.0,4117.0,4108.0","33.0,1719.0",
08/21/2024,4536-9240051864.igc,ArcusM, 4:43:25,192938,001303,HOME,925,13221[11509],282,258,-24,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=192938 and: 925 msl [10 agl]; Height gain/loss is: 2158
ArcusM Motor noise registered by ENL sensor at t=['192939', '193534'] and [10, 2211]AGL",192938,,,925,,,10.0,,,"192939,193534",,,"10.0,2211.0",,
08/20/2024,4536-9239003415.igc,AS33Es18m, 5:06:28,193832,004500,HOME,931,8497[7585],284,251,-33,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=193832 and: 964 msl [33 agl]; Height gain/loss is: 1936
AS33Es18m Motor noise registered by ENL sensor at t=['193833', '194201'] and [36, 1979]AGL",193832,,,964,,,33.0,,,"193833,194201",,,"36.0,1979.0",,
08/30/2024,4536-9241100603.igc,EB29R,4:26:16,181123,223739,HOME,948,6624[6073],289,249,-40,"EB29R's ENL monitor reports Engine Run 6 minutes, starts at T=181123 and: 951 msl [13 agl]; Height gain/loss is: 2050
EB29R Motor noise registered by ENL sensor at t=['181124', '181816', '181825', '181826', '223701', '223703'] and [13, 2126, 2211, 2224, 124, 121]AGL",181123,,,951,,,13.0,,,"181124,181816,181825,181826,223701,223703",,,"13.0,2126.0,2211.0,2224.0,124.0,121.0",,
08/13/2024,4536-9240051759.igc,ArcusM,4:08:19,182651,223510,HOME,931,7125[6519],284,230,-54,"ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=182651 and: 931 msl [-6 agl]; Height gain/loss is: 1618
ArcusM Motor noise registered by ENL sensor at t=['182652', '182957'] and [0, 1660]AGL",182651,,,931,,,-6.0,,,"182652,182957",,,"0.0,1660.0",,
08/15/2024,4536-9240051778.igc,ArcusM,4:21:24,175359,221523,HOME,948,9274[7556],289,271,-18,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=175359 and: 944 msl [6 agl]; Height gain/loss is: 2238
ArcusM Motor noise registered by ENL sensor at t=['175400', '175956', '200249', '200250'] and [6, 2293, 5161, 5138]AGL",175359,,,944,,,6.0,,,"175400,175956,200249,200250",,,"6.0,2293.0,5161.0,5138.0",,
08/16/2024,4536-9239003307.igc,JS-3-18mAbm,0:43:05,223231,231536,HOME,938,7234[6213],286,280,-6,"JS-3-18mAbm's MOP monitor reports Engine Run 15 minutes, starts at T=223839 and: 3444 msl [2523 agl]; Height gain/loss is: 3255
JS-3-18mAbm's MOP monitor reports Engine Run 1 minutes, starts at T=225631 and: 5974 msl [5039 agl]; Height gain/loss is: -177
JS-3-18mAbm's MOP monitor reports Engine Run 1 minutes, starts at T=225755 and: 5764 msl [4866 agl]; Height gain/loss is: -289
JS-3-18mAbm Motor noise registered by MOP sensor at t=['223839', '225412', '225415', '225443', '225445', '225458', '225501', '225510', '225512', '225516', '225519', '225523', '225526', '225542', '225545', '225601', '225603', '225625', '225626', '225630', '225631', '225749', '225755', '225951'] and [2523, 5696, 5670, 5800, 5817, 5847, 5860, 5866, 5850, 5800, 5758, 5738, 5706, 5509, 5450, 5338, 5321, 5135, 5115, 5062, 5039, 4882, 4866, 4596]AGL",,"223839,225631,225755",,,"3444,5974,5764",,,"2523.0,5039.0,4866.0",,,"223839,225412,225415,225443,225445,225458,225501,225510,225512,225516,225519,225523,225526,225542,225545,225601,225603,225625,225626,225630,225631,225749,225755,225951",,,"2523.0,5696.0,5670.0,5800.0,5817.0,5847.0,5860.0,5866.0,5850.0,5800.0,5758.0,5738.0,5706.0,5509.0,5450.0,5338.0,5321.0,5135.0,5115.0,5062.0,5039.0,4882.0,4866.0,4596.0",
08/19/2024,4536-9241100430.igc,EB29RGBD,5:32:41,180627,233908,HOME,948,9294[7018],289,243,-46,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=180627 and: 938 msl [0 agl]; Height gain/loss is: 2041
EB29RGBD Motor noise registered by ENL sensor at t=['180628', '181207', '205843', '205845', '210016', '210017', '210409', '210410', '211606', '211608', '213107', '213109', '213905', '213906', '230116', '230118', '232643', '232644', '232653', '232654', '232656', '232658', '232700', '232701', '232810', '232811', '232850', '232851', '232944', '232946', '233904', '233906'] and [0, 2084, 5226, 5210, 4567, 4563, 6056, 6059, 4373, 4436, 4636, 4643, 5069, 5079, 4891, 4858, 2418, 2418, 2359, 2381, 2369, 2345, 2329, 2329, 1873, 1883, 1562, 1565, 1155, 1184, 91, 88]AGL",180627,,,938,,,0.0,,,"180628,181207,205843,205845,210016,210017,210409,210410,211606,211608,213107,213109,213905,213906,230116,230118,232643,232644,232653,232654,232656,232658,232700,232701,232810,232811,232850,232851,232944,232946,233904,233906",,,"0.0,2084.0,5226.0,5210.0,4567.0,4563.0,6056.0,6059.0,4373.0,4436.0,4636.0,4643.0,5069.0,5079.0,4891.0,4858.0,2418.0,2418.0,2359.0,2381.0,2369.0,2345.0,2329.0,2329.0,1873.0,1883.0,1562.0,1565.0,1155.0,1184.0,91.0,88.0",,
08/18/2024,4536-9239003349.igc,JS-3-18m,5:21:38,180349,232527,HOME,944,9993[8362],288,243,-45,"JS-3-18m's MOP monitor reports Engine Run 4 minutes, starts at T=180357 and: 925 msl [-2 agl]; Height gain/loss is: 2283
JS-3-18m's MOP monitor reports Engine Run 207 minutes, starts at T=195805 and: 6305 msl [5456 agl]; Height gain/loss is: -5288
JS-3-18m Motor noise registered by MOP sensor at t=['180350', '180836', '194356'] and [30, 2323, 6197]AGL",,"180357,195805",,,"925,6305",,,"-2.0,5456.0",,,"180350,180836,194356",,,"30.0,2323.0,6197.0",
08/21/2024,4536-9240051867.igc,HpHTwinshark, 4:42:44,193606,001850,HOME,938,13592[11581],286,262,-24,"HpHTwinshark's ENL monitor reports Engine Run 3 minutes, starts at T=193949 and: 2093 msl [1224 agl]; Height gain/loss is: 915
HpHTwinshark Motor noise registered by ENL sensor at t=['193949', '194305'] and [1224, 2123]AGL",193949,,,2093,,,1224.0,,,"193949,194305",,,"1224.0,2123.0",,
08/13/2024,4536-9241100328.igc,EB29RGBD,4:14:05,182850,224255,HOME,931,7299[6817],284,250,-34,"EB29RGBD's ENL monitor reports Engine Run 6 minutes, starts at T=182850 and: 921 msl [-16 agl]; Height gain/loss is: 2694
EB29RGBD Motor noise registered by ENL sensor at t=['182851', '183451', '224227', '224230', '224254', '224255'] and [-19, 2720, 105, 95, 82, 78]AGL",182850,,,921,,,-16.0,,,"182851,183451,224227,224230,224254,224255",,,"-19.0,2720.0,105.0,95.0,82.0,78.0",,
08/12/2024,4536-9240051735.igc,ASG32Mi,5:08:56,174153,225049,HOME,938,7736[6828],286,260,-26,"ASG32Mi's ENL monitor reports Engine Run 7 minutes, starts at T=174153 and: 938 msl [7 agl]; Height gain/loss is: 2657
ASG32Mi Motor noise registered by ENL sensor at t=['174155', '174925'] and [4, 2697]AGL",174153,,,938,,,7.0,,,"174155,174925",,,"4.0,2697.0",,
08/29/2024,4536-9240051979.igc,HpHTwinshark,5:44:00,180342,234742,HOME,931,6833[6223],284,249,-35,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=180354 and: 958 msl [27 agl]; Height gain/loss is: 2165
HpHTwinshark Motor noise registered by ENL sensor at t=['180354', '180923'] and [27, 2238]AGL",180354,,,958,,,27.0,,,"180354,180923",,,"27.0,2238.0",,
