"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime"	"flight_start_datetime"	"window_start"	"window_end"	"engine_run_agls"	"altitude_rate_pre_event_window (ft/s)"	"distance_traveled_during_window (miles)"	"is_circling_during_pre_event_window"	"terrain_elev_at_engine_run (ft)"	"terrain_label_at_engine_run"	"Engine_Start_Above_1000ft"	"engine_run_times (s)"	"height_gain_loss (ft)"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"All_Min_TAS_knots"	"All_Max_TAS_knots"	"All_Avg_TAS_knots"	"All_Post_Run_Min_TAS_knots"	"All_Post_Run_Max_TAS_knots"	"All_Post_Run_Avg_TAS_knots"	"Circling_Segment_Found"	"Min_Speed_While_Engine_Running_knots"	"Max_Speed_While_Engine_Running_knots"	"Avg_Speed_While_Engine_Running_knots"
"1168"	"06/16/2021"	"2021-06-16-CNI-28F-01.IGC"	"ASG 32 MI"	"2:34:44"	"204900"	"232344"	"HOME"	"2627"	"9478[5814]"	"801"	"743"	"-58"	"ASG32mi's ENL monitor reports Engine Run 12 minutes, starts at T=204900 and: 2624 msl [-6 agl]; Height gain/loss is: 3048
ASG32mi's ENL monitor reports Engine Run 14 minutes, starts at T=230136 and: 4261 msl [1417 agl]; Height gain/loss is: 1427
ASG32mi Motor noise registered by ENL sensor at t=['204904', '210124', '211008', '211016', '230136', '231628'] and [-9, 2424, 1323, 1519, 1417, 3028]AGL"	"204900,230136"	""	""	"2624,4261"	""	""	"-6.0,1417.0"	""	""	"204904,210124,211008,211016,230136,231628"	""	""	"-9.0,2424.0,1323.0,1519.0,1417.0,3028.0"	""	""	"230136"	"Engine_Run_Start"	"ENL"	"2021-06-16 23:01:36"	"1900-01-01 20:49:00"	"2021-06-16 22:56:36"	"2021-06-16 23:01:36"	"-6.0,1417.0"	"-0.03571428571428571,1.31"	"0.14318624261311835,6.0039046507604565"	"False,False"	"2630.011174616699,2840.840988754883"	"Herbaceous vegetation,Open Forest, Other"	"False,True"	"720,840"	"3048, 1427"	""	""	""	"51.8,66.5"	"77.0,82.9"	"63.5,75.4"	"51.6,70.8"	"87.7,93.8"	"72.6,78.7"	"True"	""	""	""
"1173"	"05/15/2018"	"2018-05-15-LXV-7H2-01.IGC"	"ARCUS M"	"1:30:49"	"171658"	"184747"	"LOUT"	"803"	"5157[4242]"	"245"	"255"	"10"	"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=182335 and: 2657 msl [1965 agl]; Height gain/loss is: 1824
ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=183517 and: 3205 msl [2349 agl]; Height gain/loss is: 1060
ArcusM Motor noise registered by ENL sensor at t=['182335', '182923', '183517', '184129'] and [1965, 3711, 2349, 2838]AGL"	"182335,183517"	""	""	"2657,3205"	""	""	"1965.0,2349.0"	""	""	"182335,182923,183517,184129"	""	""	"1965.0,3711.0,2349.0,2838.0"	""	""	"183517"	"Engine_Run_Start"	"ENL"	"2018-05-15 18:35:17"	"1900-01-01 17:16:58"	"2018-05-15 18:30:17"	"2018-05-15 18:35:17"	"1965.0,2349.0"	"0.23666666666666666,-0.8966666666666666"	"4.799371223272325,4.4362681377280415"	"True,False"	"699.9085617761231,899.8262387963867"	"Closed Forest, Deciduous Broadleaf,Closed Forest, Deciduous Broadleaf"	"True,True"	"300,360"	"1824, 1060"	"60.41,56.79"	"38.27,38.43"	"77.99,71.47"	"45.3,45.0"	"50.4,59.3"	"46.5,52.6"	"45.2,46.4"	"62.7,86.6"	"56.5,65.9"	"False"	"38.27,38.43"	"77.99,71.47"	"60.41,56.79"
"1177"	"05/21/2010"	"05LC3KG1.IGC"	"VENTUS CT"	"3:19:48"	"165921"	"201909"	"HOME"	"803"	"8198[7241]"	"245"	"190"	"-55"	"VENTUSCT's ENL monitor reports Engine Run 3 minutes, starts at T=170313 and: 2503 msl [840 agl]; Height gain/loss is: 453
VENTUSCT Motor noise registered by ENL sensor at t=['170313', '170705'] and [840, 1300]AGL"	"170313"	""	""	"2503"	""	""	"840.0"	""	""	"170313,170705"	""	""	"840.0,1300.0"	""	""	"170313"	"Engine_Run_Start"	"ENL"	"2010-05-21 17:03:13"	"1900-01-01 16:59:21"	"2010-05-21 16:58:13"	"2010-05-21 17:03:13"	"840.0"	"1.9400749063670413"	"5.182898170967004"	"False"	"1659.1588748999022"	"Closed Forest, Deciduous Broadleaf"	"False"	"180"	"453"	""	""	""	"48.3"	"61.5"	"55.4"	"56.7"	"79.1"	"63.4"	"True"	""	""	""
"1180"	"09/24/2015"	"2015-09-24-CNI-20E-01.IGC"	"ASW 27-18 E (ASG-29E)"	"2:20:42"	"171225"	"193307"	"HOME"	"1312"	"5291[3766]"	"400"	"313"	"-87"	"ASG29's ENL monitor reports Engine Run 6 minutes, starts at T=191807 and: 2299 msl [265 agl]; Height gain/loss is: 1624
ASG29 Motor noise registered by ENL sensor at t=['191807', '192451'] and [265, 488]AGL"	"191807"	""	""	"2299"	""	""	"265.0"	""	""	"191807,192451"	""	""	"265.0,488.0"	""	""	"191807"	"Engine_Run_Start"	"ENL"	"2015-09-24 19:18:07"	"1900-01-01 17:12:25"	"2015-09-24 19:13:07"	"2015-09-24 19:18:07"	"265.0"	"-0.7166666666666667"	"4.739694662084746"	"False"	"1984.856536381836"	"Closed Forest, Deciduous Broadleaf"	"False"	"360"	"1624"	""	""	""	"46.0"	"62.4"	"53.6"	"50.6"	"84.4"	"74.2"	"True"	""	""	""
"1183"	"04/19/2016"	"2016-04-19-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:25:12"	"174237"	"190749"	"HOME"	"442"	"5032[4586]"	"135"	"74"	"-61"	"ASG29E.'s ENL monitor reports Engine Run 13 minutes, starts at T=184349 and: 1263 msl [696 agl]; Height gain/loss is: 2513
ASG29E. Motor noise registered by ENL sensor at t=['184349', '185653'] and [696, 3366]AGL"	"184349"	""	""	"1263"	""	""	"696.0"	""	""	"184349,185653"	""	""	"696.0,3366.0"	""	""	"184349"	"Engine_Run_Start"	"ENL"	"2016-04-19 18:43:49"	"1900-01-01 17:42:37"	"2016-04-19 18:38:49"	"2016-04-19 18:43:49"	"696.0"	"-1.0966666666666667"	"5.324899236577459"	"False"	"570.4468436572265"	"Closed Forest, Other"	"False"	"780"	"2513"	""	""	""	"45.0"	"70.6"	"54.1"	"47.1"	"86.3"	"69.3"	"True"	""	""	""
"1186"	"09/17/2017"	"2017-09-17-CNI-20E-01.IGC"	"ASW 27-18 E (ASG-29E)"	"2:22:02"	"163437"	"185639"	"HOME"	"1312"	"4950[3546]"	"400"	"341"	"-59"	"ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=164255 and: 4002 msl [2474 agl]; Height gain/loss is: -52
ASG29 Motor noise registered by ENL sensor at t=['164255', '164423'] and [2474, 2356]AGL"	"164255"	""	""	"4002"	""	""	"2474.0"	""	""	"164255,164423"	""	""	"2474.0,2356.0"	""	""	"164255"	"Engine_Run_Start"	"ENL"	"2017-09-17 16:42:55"	"1900-01-01 16:34:37"	"2017-09-17 16:37:55"	"2017-09-17 16:42:55"	"2474.0"	"0.57"	"6.066883573451404"	"False"	"1468.7791428283692"	"Closed Forest, Deciduous Broadleaf"	"True"	"60"	"-52"	""	""	""	"46.9"	"46.9"	"46.9"	"48.0"	"83.7"	"65.0"	"True"	""	""	""
"1195"	"05/20/2015"	"2015-05-20-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"4:19:16"	"164421"	"210337"	"HOME"	"803"	"4583[3799]"	"245"	"220"	"-25"	"ASG29E.'s ENL monitor reports Engine Run 20 minutes, starts at T=200033 and: 2687 msl [644 agl]; Height gain/loss is: -122
ASG29E.'s ENL monitor reports Engine Run 26 minutes, starts at T=202133 and: 2578 msl [603 agl]; Height gain/loss is: 299
ASG29E.'s ENL monitor reports Engine Run 10 minutes, starts at T=204741 and: 2841 msl [1198 agl]; Height gain/loss is: -1001
ASG29E.'s ENL monitor reports Engine Run 4 minutes, starts at T=205845 and: 1814 msl [978 agl]; Height gain/loss is: -988
ASG29E. Motor noise registered by ENL sensor at t=['200033', '202121', '202133', '204737', '204741', '205817', '205845'] and [644, 574, 603, 1319, 1198, 1053, 978]AGL"	"200033,202133,204741,205845"	""	""	"2687,2578,2841,1814"	""	""	"644.0,603.0,1198.0,978.0"	""	""	"200033,202121,202133,204737,204741,205817,205845"	""	""	"644.0,574.0,603.0,1319.0,1198.0,1053.0,978.0"	""	""	"200033"	"Engine_Run_Start"	"ENL"	"2015-05-20 20:00:33"	"1900-01-01 16:44:21"	"2015-05-20 19:55:33"	"2015-05-20 20:00:33"	"644.0,603.0,1198.0,978.0"	"0.03,0.18661971830985916,-0.7083333333333334,-0.5491803278688525"	"6.932883973545522,7.226662029833364,6.420439651421139,6.941060475075954"	"False,False,False,False"	"1966.1452955102538,2000.6491833203124,1630.251879057617,826.5056023541259"	"Closed Forest, Deciduous Broadleaf,Closed Forest, Deciduous Broadleaf,Closed Forest, Deciduous Broadleaf,Herbaceous vegetation"	"False,False,True,False"	"1200,1560,600,240"	"-122, 299, -1001, -988"	""	""	""	"70.1,49.9,93.3,48.0"	"91.5,84.0,94.7,60.2"	"78.7,67.5,94.1,52.8"	"70.3,48.0"	"84.0,83.8"	"77.9,57.6"	"False"	""	""	""
"1198"	"05/17/2014"	"2014-05-17-NKL-13E-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:45:59"	"175701"	"194300"	"HOME"	"810"	"6033[5279]"	"247"	"209"	"-38"	"ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=182508 and: 4865 msl [3924 agl]; Height gain/loss is: 174
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=190804 and: 4383 msl [3501 agl]; Height gain/loss is: 557
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=191548 and: 3884 msl [3058 agl]; Height gain/loss is: 505
ASG29 Motor noise registered by ENL sensor at t=['181616', '181652', '182508', '182656', '190804', '191020', '191548', '191816'] and [4039, 4059, 3924, 4183, 3501, 4068, 3058, 3553]AGL"	"182508,190804,191548"	""	""	"4865,4383,3884"	""	""	"3924.0,3501.0,3058.0"	""	""	"181616,181652,182508,182656,190804,191020,191548,191816"	""	""	"4039.0,4059.0,3924.0,4183.0,3501.0,4068.0,3058.0,3553.0"	""	""	"182508"	"Engine_Run_Start"	"ENL"	"2014-05-17 18:25:08"	"1900-01-01 17:57:01"	"2014-05-17 18:20:08"	"2014-05-17 18:25:08"	"3924.0,3501.0,3058.0"	"0.5433333333333333,-1.0066666666666666,-0.94"	"5.366321460025773,5.423370449592164,6.33801421857262"	"False,False,False"	"980.702328963623,870.8059033886718,825.253110045166"	"Closed Forest, Other,Agriculture,Agriculture"	"True,True,True"	"60,120,120"	"174, 557, 505"	""	""	""	"46.0,46.4"	"50.2,67.8"	"47.7,62.8"	"45.1,45.4,46.5"	"66.4,94.6,83.6"	"54.1,79.5,69.3"	"True"	""	""	""
"1199"	"09/19/2022"	"2022-09-19-CNI-295-01.IGC"	"ASW-24E"	"2:14:40"	"163249"	"184729"	"HOME"	"1312"	"5492[3980]"	"400"	"370"	"-30"	"ASW24E's ENL monitor reports Engine Run 12 minutes, starts at T=183401 and: 2293 msl [1135 agl]; Height gain/loss is: -545
ASW24E Motor noise registered by ENL sensor at t=['183401', '184617'] and [1135, 489]AGL"	"183401"	""	""	"2293"	""	""	"1135.0"	""	""	"183401,184617"	""	""	"1135.0,489.0"	""	""	"183401"	"Engine_Run_Start"	"ENL"	"2022-09-19 18:34:01"	"1900-01-01 16:32:49"	"2022-09-19 18:29:01"	"2022-09-19 18:34:01"	"1135.0"	"-0.43666666666666665"	"5.065821470020551"	"False"	"1239.5846145288085"	"Closed Forest, Deciduous Broadleaf"	"True"	"720"	"-545"	""	""	""	"45.1"	"55.6"	"49.7"	"46.0"	"70.4"	"63.1"	"False"	""	""	""
"1200"	"10/14/2015"	"2015-10-14-CNI-214-01.IGC"	"Taurus"	"2:06:27"	"172052"	"192719"	"HOME"	"554"	"5131[4370]"	"169"	"208"	"39"	"Taurus's ENL monitor reports Engine Run 3 minutes, starts at T=174147 and: 1210 msl [610 agl]; Height gain/loss is: 1877
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=175211 and: 1358 msl [699 agl]; Height gain/loss is: 3120
Taurus's ENL monitor reports Engine Run 5 minutes, starts at T=181023 and: 2270 msl [1608 agl]; Height gain/loss is: 2178
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=182647 and: 2057 msl [1615 agl]; Height gain/loss is: 2736
Taurus's ENL monitor reports Engine Run 5 minutes, starts at T=184311 and: 2290 msl [1605 agl]; Height gain/loss is: 2785
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=190319 and: 2053 msl [1433 agl]; Height gain/loss is: 3012
Taurus Motor noise registered by ENL sensor at t=['174147', '174507', '175211', '175819', '181023', '181551', '182647', '183259', '184311', '184903', '190319', '191051'] and [610, 2415, 699, 2746, 1608, 3851, 1615, 4246, 1605, 4255, 1433, 4229]AGL"	"174147,175211,181023,182647,184311,190319"	""	""	"1210,1358,2270,2057,2290,2053"	""	""	"610.0,699.0,1608.0,1615.0,1605.0,1433.0"	""	""	"174147,174507,175211,175819,181023,181551,182647,183259,184311,184903,190319,191051"	""	""	"610.0,2415.0,699.0,2746.0,1608.0,3851.0,1615.0,4246.0,1605.0,4255.0,1433.0,4229.0"	""	""	"175211"	"Engine_Run_Start"	"ENL"	"2015-10-14 17:52:11"	"1900-01-01 17:20:52"	"2015-10-14 17:47:11"	"2015-10-14 17:52:11"	"610.0,699.0,1608.0,1615.0,1605.0,1433.0"	"-0.9133333333333333,-1.3466666666666667,-1.0333333333333334,-1.4433333333333334,-1.12,-1.1266666666666667"	"4.975804806063561,5.301505038967527,5.551272493604589,4.447301604136727,5.36976299393677,5.586307773853236"	"True,False,False,False,False,False"	"577.6920153033448,653.3378649945068,696.4699775311279,439.9461461474609,678.3914657971192,632.0492003039551"	"Closed Forest, Deciduous Broadleaf,Agriculture,Agriculture,Agriculture,Agriculture,Agriculture"	"False,False,True,True,True,True"	"180,360,300,360,300,420"	"1877, 3120, 2178, 2736, 2785, 3012"	""	""	""	"45.2,45.0,58.9,45.2,52.2,60.4"	"54.2,55.8,77.9,57.6,59.8,70.9"	"47.4,47.0,64.0,52.9,56.7,64.4"	"45.5,46.0,48.1,45.5,45.0,48.2"	"72.3,64.8,64.3,71.9,69.1,76.8"	"57.1,54.5,56.3,59.3,59.7,66.4"	"False"	""	""	""
"1201"	"06/02/2023"	"2023-06-02-CNI-29F-01.IGC"	"AS 33ES"	"4:30:20"	"162750"	"205810"	"HOME"	"285"	"5587[4991]"	"87"	"94"	"7"	"as33's ENL monitor reports Engine Run 2 minutes, starts at T=164558 and: 1112 msl [791 agl]; Height gain/loss is: 1004
as33 Motor noise registered by ENL sensor at t=['164558', '164818'] and [791, 1779]AGL"	"164558"	""	""	"1112"	""	""	"791.0"	""	""	"164558,164818"	""	""	"791.0,1779.0"	""	""	"164558"	"Engine_Run_Start"	"ENL"	"2023-06-02 16:45:58"	"1900-01-01 16:27:50"	"2023-06-02 16:40:58"	"2023-06-02 16:45:58"	"791.0"	"-1.37"	"6.378239745490306"	"False"	"337.6930074545288"	"Open Forest, Other"	"False"	"120"	"1004"	""	""	""	"46.0"	"76.6"	"68.3"	"45.1"	"81.0"	"61.6"	"True"	""	""	""
"1205"	"04/22/2010"	"04MC4A41.IGC"	"Antares 20E"	"3:57:32"	"161419"	"201151"	"HOME"	"426"	"7273[7024]"	"130"	"131"	"1"	"Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=184727 and: 4996 msl [4744 agl]; Height gain/loss is: -479
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=192527 and: 4540 msl [4239 agl]; Height gain/loss is: -124
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=192911 and: 4304 msl [3976 agl]; Height gain/loss is: -594
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=200947 and: 1099 msl [696 agl]; Height gain/loss is: -630
Antares20E Motor noise registered by ENL sensor at t=['162015', '162031', '162107', '162119', '162715', '162731', '162803', '162823', '162839', '162915', '163515', '163531', '164455', '164527', '164559', '164611', '164807', '164819', '164911', '164931', '165127', '165143', '165515', '165531', '165555', '165635', '171235', '171247', '172855', '172911', '173055', '173111', '173155', '173211', '173223', '173303', '173859', '173915', '174635', '174651', '174835', '174847', '175507', '175527', '175647', '175723', '175731', '175807', '175815', '175835', '180615', '180643', '180739', '180755', '180843', '180903', '181319', '181331', '182747', '182823', '183119', '183131', '183215', '183231', '183559', '183615', '183703', '183727', '183839', '183851', '184259', '184315', '184411', '184427', '184447', '184531', '184727', '184835', '190123', '190151', '190235', '190259', '190415', '190439', '191851', '191923', '192135', '192203', '192231', '192259', '192343', '192407', '192527', '192627', '192819', '192835', '192911', '193015', '193139', '193155', '193843', '193923', '194311', '194327', '194427', '194439', '195247', '195311', '195435', '195459', '195659', '195723', '200243', '200259', '200431', '200503', '200947', '201147'] and [2851, 2940, 3015, 3091, 4429, 4502, 4416, 4245, 4138, 3678, 5023, 5125, 6365, 6250, 6233, 6181, 5669, 5689, 5492, 5439, 5788, 5780, 5472, 5505, 5394, 5151, 5062, 4934, 4426, 4459, 4183, 4094, 3779, 3724, 3570, 3343, 3852, 3763, 5820, 5735, 5407, 5351, 3582, 3317, 3048, 3126, 3094, 2871, 2805, 2772, 5820, 5627, 5315, 5177, 4843, 4721, 5016, 5016, 5820, 5771, 6608, 6532, 6525, 6437, 5968, 5915, 5636, 5469, 5098, 5118, 6086, 6082, 5866, 5718, 5529, 5226, 4744, 4262, 5876, 5771, 5601, 5440, 5308, 5154, 5383, 5223, 4649, 4439, 4203, 4212, 4282, 4049, 4239, 4115, 4337, 4209, 3976, 3346, 3649, 3652, 5197, 4954, 5223, 5200, 4806, 4658, 5594, 5391, 4980, 4728, 4354, 4104, 2323, 2395, 2484, 2211, 696, 30]AGL"	"184727,192527,192911,200947"	""	""	"4996,4540,4304,1099"	""	""	"4744.0,4239.0,3976.0,696.0"	""	""	"162015,162031,162107,162119,162715,162731,162803,162823,162839,162915,163515,163531,164455,164527,164559,164611,164807,164819,164911,164931,165127,165143,165515,165531,165555,165635,171235,171247,172855,172911,173055,173111,173155,173211,173223,173303,173859,173915,174635,174651,174835,174847,175507,175527,175647,175723,175731,175807,175815,175835,180615,180643,180739,180755,180843,180903,181319,181331,182747,182823,183119,183131,183215,183231,183559,183615,183703,183727,183839,183851,184259,184315,184411,184427,184447,184531,184727,184835,190123,190151,190235,190259,190415,190439,191851,191923,192135,192203,192231,192259,192343,192407,192527,192627,192819,192835,192911,193015,193139,193155,193843,193923,194311,194327,194427,194439,195247,195311,195435,195459,195659,195723,200243,200259,200431,200503,200947,201147"	""	""	"2851.0,2940.0,3015.0,3091.0,4429.0,4502.0,4416.0,4245.0,4138.0,3678.0,5023.0,5125.0,6365.0,6250.0,6233.0,6181.0,5669.0,5689.0,5492.0,5439.0,5788.0,5780.0,5472.0,5505.0,5394.0,5151.0,5062.0,4934.0,4426.0,4459.0,4183.0,4094.0,3779.0,3724.0,3570.0,3343.0,3852.0,3763.0,5820.0,5735.0,5407.0,5351.0,3582.0,3317.0,3048.0,3126.0,3094.0,2871.0,2805.0,2772.0,5820.0,5627.0,5315.0,5177.0,4843.0,4721.0,5016.0,5016.0,5820.0,5771.0,6608.0,6532.0,6525.0,6437.0,5968.0,5915.0,5636.0,5469.0,5098.0,5118.0,6086.0,6082.0,5866.0,5718.0,5529.0,5226.0,4744.0,4262.0,5876.0,5771.0,5601.0,5440.0,5308.0,5154.0,5383.0,5223.0,4649.0,4439.0,4203.0,4212.0,4282.0,4049.0,4239.0,4115.0,4337.0,4209.0,3976.0,3346.0,3649.0,3652.0,5197.0,4954.0,5223.0,5200.0,4806.0,4658.0,5594.0,5391.0,4980.0,4728.0,4354.0,4104.0,2323.0,2395.0,2484.0,2211.0,696.0,30.0"	""	""	"192527"	"Engine_Run_Start"	"ENL"	"2010-04-22 19:25:27"	"1900-01-01 16:14:19"	"2010-04-22 19:20:27"	"2010-04-22 19:25:27"	"4744.0,4239.0,3976.0,696.0"	"-1.35,-0.6333333333333333,0.016666666666666666,-1.5333333333333334"	"7.632266971411324,6.887437078693263,6.504066887900062,8.859809485530947"	"False,False,False,False"	"238.69697954162598,298.57709042877195,353.78204436523436,422.22217098693847"	"Open Forest, Other,Open Forest, Other,Open Forest, Other,Herbaceous vegetation"	"True,True,True,False"	"60,60,60,120"	"-479, -124, -594, -630"	""	""	""	"74.7,56.5,71.9,45.8"	"80.5,77.4,74.6,81.7"	"77.6,64.2,73.4,63.8"	"55.0,54.8,50.5"	"76.3,78.5,75.8"	"64.8,69.8,64.8"	"False"	""	""	""
"1222"	"04/24/2019"	"2019-04-24-CNI-28S-01.IGC"	"ASW 27-18 E (ASG-29E)"	"3:58:48"	"165836"	"205724"	"HOME"	"423"	"5367[4980]"	"129"	"106"	"-23"	"ASW2718's ENL monitor reports Engine Run 2 minutes, starts at T=204840 and: 1778 msl [1322 agl]; Height gain/loss is: 508
ASW2718 Motor noise registered by ENL sensor at t=['170840', '170904', '204840', '205132'] and [2956, 2847, 1322, 1847]AGL"	"204840"	""	""	"1778"	""	""	"1322.0"	""	""	"170840,170904,204840,205132"	""	""	"2956.0,2847.0,1322.0,1847.0"	""	""	"204840"	"Engine_Run_Start"	"ENL"	"2019-04-24 20:48:40"	"1900-01-01 16:58:36"	"2019-04-24 20:43:40"	"2019-04-24 20:48:40"	"1322.0"	"-0.79"	"5.000837725879826"	"False"	"453.8281403234863"	"Herbaceous vegetation"	"True"	"120"	"508"	""	""	""	"68.3"	"81.6"	"72.4"	"67.7"	"78.5"	"71.8"	"True"	""	""	""
"1223"	"07/03/2018"	"2018-07-03-LXV-3IL-01.IGC"	"DG-808 C"	"5:06:34"	"164831"	"215505"	"HOME"	"554"	"6017[5318]"	"169"	"94"	"-75"	"DG808B/18m's ENL monitor reports Engine Run 3 minutes, starts at T=164831 and: 564 msl [17 agl]; Height gain/loss is: 1748
DG808B/18m's ENL monitor reports Engine Run 5 minutes, starts at T=212841 and: 1374 msl [387 agl]; Height gain/loss is: 3389
DG808B/18m Motor noise registered by ENL sensor at t=['164832', '165200', '212841', '213439'] and [17, 1456, 387, 2926]AGL"	"164831,212841"	""	""	"564,1374"	""	""	"17.0,387.0"	""	""	"164832,165200,212841,213439"	""	""	"17.0,1456.0,387.0,2926.0"	""	""	"212841"	"Engine_Run_Start"	"ENL"	"2018-07-03 21:28:41"	"1900-01-01 16:48:31"	"2018-07-03 21:23:41"	"2018-07-03 21:28:41"	"17.0,387.0"	"0.13636363636363635,-0.5933333333333334"	"0.045528610292591316,5.308385131174506"	"False,False"	"559.5308517926026,1051.7676382141112"	"Herbaceous vegetation,Closed Forest, Deciduous Broadleaf"	"False,False"	"180,300"	"1748, 3389"	""	""	""	"51.7,73.2"	"63.5,88.9"	"56.0,79.8"	"45.4,70.4"	"61.2,92.4"	"53.8,82.1"	"True"	""	""	""
"1224"	"06/28/2018"	"2018-06-28-CNI-27G-01.IGC"	"VENTUS 3F"	"4:03:10"	"182709"	"223019"	"HOME"	"298"	"5479[5076]"	"91"	"54"	"-37"	"Ventus3F's ENL monitor reports Engine Run 1 minutes, starts at T=222551 and: 744 msl [475 agl]; Height gain/loss is: 351
Ventus3F Motor noise registered by ENL sensor at t=['222551', '222739'] and [475, 731]AGL"	"222551"	""	""	"744"	""	""	"475.0"	""	""	"222551,222739"	""	""	"475.0,731.0"	""	""	"222551"	"Engine_Run_Start"	"ENL"	"2018-06-28 22:25:51"	"1900-01-01 18:27:09"	"2018-06-28 22:20:51"	"2018-06-28 22:25:51"	"475.0"	"-0.5333333333333333"	"5.667931893725199"	"False"	"279.5150425762939"	"Open Forest, Other"	"False"	"60"	"351"	""	""	""	"45.5"	"54.0"	"49.4"	"48.9"	"58.3"	"54.2"	"False"	""	""	""
"1228"	"05/23/2016"	"2016-05-23-NKL-10R-01.IGC"	"DISCUS-2CT"	"2:04:12"	"164321"	"184733"	"HOME"	"803"	"5495[4439]"	"245"	"241"	"-4"	"Discus2ct's ENL monitor reports Engine Run 1 minutes, starts at T=164705 and: 2509 msl [1486 agl]; Height gain/loss is: 342
Discus2ct's ENL monitor reports Engine Run 9 minutes, starts at T=182805 and: 1709 msl [1047 agl]; Height gain/loss is: 1899
Discus2ct Motor noise registered by ENL sensor at t=['164705', '164809', '182805', '183729'] and [1486, 1700, 1047, 2158]AGL"	"164705,182805"	""	""	"2509,1709"	""	""	"1486.0,1047.0"	""	""	"164705,164809,182805,183729"	""	""	"1486.0,1700.0,1047.0,2158.0"	""	""	"164705"	"Engine_Run_Start"	"ENL"	"2016-05-23 16:47:05"	"1900-01-01 16:43:21"	"2016-05-23 16:42:05"	"2016-05-23 16:47:05"	"1486.0,1047.0"	"1.74,-1.2"	"5.277490736188885,6.8675855113170305"	"False,False"	"1025.3369917285156,577.42784"	"Closed Forest, Other,Open Forest, Other"	"True,True"	"60,540"	"342, 1899"	""	""	""	"53.8,55.6"	"63.2,66.3"	"58.6,58.6"	"55.6,46.9"	"68.7,88.7"	"62.9,78.0"	"True"	""	""	""
"1242"	"10/09/2019"	"2019-10-09-CNI-20E-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:51:03"	"171107"	"190210"	"HOME"	"554"	"3635[3058]"	"169"	"88"	"-81"	"ASG29's ENL monitor reports Engine Run 7 minutes, starts at T=182910 and: 1181 msl [680 agl]; Height gain/loss is: 1059
ASG29 Motor noise registered by ENL sensor at t=['172426', '172442', '182910', '183610'] and [2326, 2271, 680, 1699]AGL"	"182910"	""	""	"1181"	""	""	"680.0"	""	""	"172426,172442,182910,183610"	""	""	"2326.0,2271.0,680.0,1699.0"	""	""	"182910"	"Engine_Run_Start"	"ENL"	"2019-10-09 18:29:10"	"1900-01-01 17:11:07"	"2019-10-09 18:24:10"	"2019-10-09 18:29:10"	"680.0"	"-0.94"	"5.125056324389054"	"False"	"510.9658993005371"	"Agriculture"	"False"	"420"	"1059"	""	""	""	"56.5"	"70.5"	"65.3"	"48.2"	"76.1"	"56.1"	"False"	""	""	""
